,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,PKG,PKA
6313,Rafael Garcia ,LA ,D,18,12,1186,0,2,2,0,0,0/0,0,0,0.0,0.0,0,0,2,0.15,25,14,0,1,0,0.0,2017,reg,0,0
6314,Ethan White,NYC,D,21,19,1553,0,2,3,2,0,0/0,0,0,0.0,0.0,1,1,1,0.12,24,9,0,5,0,66.67,2017,reg,0,0
6315,Mekeil Williams,COL,D,17,16,1397,0,2,3,0,0,0/0,0,0,0.0,0.0,1,2,0,0.13,21,6,1,7,1,0.0,2017,reg,0,0
6316,Demar Phillips,RSL,D,13,11,961,0,2,3,0,0,0/0,0,0,0.0,0.0,2,0,2,0.19,19,6,1,2,0,0.0,2017,reg,0,0
6317,Sal Zizzo,NYR,D,23,18,1644,0,2,6,2,0,0/0,0,0,0.0,0.0,0,0,2,0.11,18,12,0,5,1,33.33,2017,reg,0,0
6318,Victor Ulloa,MIA,M,23,12,1203,0,2,6,4,0,0/0,0,0,0.0,0.0,0,2,0,0.15,23,12,0,1,0,66.67,2017,reg,0,0
6319,Joao Meira,CHI,D-M,30,27,2412,0,2,6,3,0,0/0,0,0,0.0,0.0,1,2,0,0.07,37,18,0,3,0,50.0,2017,reg,0,0
6320,Ben Spencer,TOR,F,3,2,179,0,2,7,0,0,0/0,0,0,0.0,0.0,0,1,1,1.01,1,0,0,0,0,0.0,2017,reg,0,0
6321,Fabinho,PHI,D,22,21,1902,0,2,8,3,0,0/0,0,0,0.0,0.0,0,2,0,0.09,30,26,1,4,0,37.5,2017,reg,0,0
6322,Waylon Francis,CLB,D,12,10,852,0,2,8,0,0,0/0,0,0,0.0,0.0,1,1,1,0.21,12,6,1,0,0,0.0,2017,reg,0,0
6323,Chris Mavinga,TOR,D,26,24,2015,0,2,8,1,0,0/0,0,0,0.0,0.0,0,1,1,0.09,25,15,0,3,0,12.5,2017,reg,0,0
6324,Jukka Raitala,MTL,D,28,20,1920,0,2,8,1,0,0/0,0,0,0.0,0.0,0,1,1,0.09,31,16,3,4,0,12.5,2017,reg,0,0
6325,Sean Franklin,DC,D,19,15,1415,0,2,8,3,0,0/0,0,0,0.0,0.0,1,0,2,0.13,22,7,1,5,0,37.5,2017,reg,0,0
6326,Andrea Pirlo,NYC,M,15,14,1085,0,2,11,3,0,0/0,0,0,0.0,0.0,0,0,2,0.17,9,16,0,1,0,27.27,2017,reg,0,0
6327,Michael Bradley,TOR,M,30,30,2700,0,2,11,0,0,0/0,0,0,0.0,0.0,0,0,2,0.07,21,15,0,8,0,0.0,2017,reg,0,0
6328,Adolfo Machado,HOU,D,33,33,2970,0,2,11,1,0,0/0,0,0,0.0,0.0,1,2,0,0.06,30,11,0,5,0,9.09,2017,reg,0,0
6329,Connor Lade,NYR,D,21,16,1381,0,2,12,3,0,0/0,0,0,0.0,0.0,0,2,0,0.13,15,18,0,3,0,25.0,2017,reg,0,0
6330,Armando Cooper,TOR,M,19,10,906,0,2,12,4,0,0/0,0,0,0.0,0.0,1,2,0,0.2,31,30,0,2,0,33.33,2017,reg,0,0
6331,Chris McCann,ATL,M-D,23,9,958,0,2,13,2,0,0/0,0,0,0.0,0.0,0,2,0,0.19,20,14,3,0,0,15.38,2017,reg,0,0
6332,Micheal Azira,CHI,M,30,28,2569,0,2,13,4,0,0/0,0,0,0.0,0.0,0,1,1,0.07,56,25,0,8,0,30.77,2017,reg,0,0
6333,Derrick Etienne Jr.,CLB,M,18,8,702,0,2,13,6,0,0/0,0,0,0.0,0.0,0,2,0,0.26,10,14,4,2,0,46.15,2017,reg,0,0
6334,Pedro Santos,CLB,M,9,8,650,0,2,14,6,0,0/0,0,0,0.0,0.0,1,2,0,0.28,20,21,3,2,0,42.86,2017,reg,0,0
6335,Darwin Ceren,HOU,M,21,19,1642,0,2,17,2,0,0/0,0,0,0.0,0.0,1,1,1,0.11,33,22,0,3,2,11.76,2017,reg,0,0
6336,Ilie Sanchez,SKC,M,33,33,2970,0,2,19,2,0,0/0,0,0,0.0,0.0,1,2,0,0.06,16,37,0,6,0,10.53,2017,reg,0,0
6337,Roman Torres,MIA,D,23,21,1787,0,2,19,0,0,0/0,0,0,0.0,0.0,0,1,1,0.1,25,7,1,4,1,0.0,2017,reg,0,0
6338,Ricardo Clark,HOU,M,28,26,2252,0,2,23,6,0,0/0,0,0,0.0,0.0,0,2,0,0.08,39,14,1,6,0,26.09,2017,reg,0,0
6339,Sebastian Saucedo,RSL,F,20,5,573,0,2,29,8,0,0/0,0,0,0.0,0.0,0,1,1,0.31,13,17,2,2,0,27.59,2017,reg,0,0
6340,Connor Maloney,CLB,D,2,1,127,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.71,0,1,0,0,0,0.0,2017,reg,0,0
6341,Tsubasa Endoh,TOR,M,4,3,269,0,1,2,1,0,0/0,0,0,0.0,0.0,1,1,0,0.33,4,5,0,0,0,50.0,2017,reg,0,0
6342,Collin Martin,MIN,M,11,7,635,0,1,2,1,0,0/0,0,0,0.0,0.0,0,1,0,0.14,11,7,0,4,0,50.0,2017,reg,0,0
6343,Jordy Delem,SEA,M,14,9,755,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.12,8,13,1,3,0,0.0,2017,reg,0,0
6344,Sunday Stephen,RSL,M,21,18,1493,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.06,44,10,0,8,0,0.0,2017,reg,0,0
6345,Eric Alexander,HOU,M,12,11,887,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.1,8,5,0,0,0,0.0,2017,reg,0,0
6346,Muhamed Keita,NYR,F,6,2,190,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.47,6,3,0,1,0,0.0,2017,reg,0,0
6347,Chris Korb,DC,D,16,13,1160,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.08,5,10,0,0,0,0.0,2017,reg,0,0
6348,Raymon Gaddis,PHI,D,26,23,2028,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.04,17,11,0,5,0,0.0,2017,reg,0,0
6349,Warren Creavalle,PHI,M,13,5,545,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.17,9,6,0,2,0,0.0,2017,reg,0,0
6350,Kofi Sarkodie,SJ,D,18,16,1325,0,1,3,0,0,0/0,0,0,0.0,0.0,1,1,0,0.07,20,24,0,2,1,0.0,2017,reg,0,0
6351,Andraz Struna,NYC,D,5,4,322,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.28,3,3,0,1,0,0.0,2017,reg,0,0
6352,Ben Zemanski,POR,M,7,4,438,0,1,3,1,0,0/0,0,0,0.0,0.0,0,1,0,0.21,3,4,0,1,0,33.33,2017,reg,0,0
6353,Giliano Wijnaldum,PHI,D,13,13,1138,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.08,21,24,0,4,0,0.0,2017,reg,0,0
6354,PC,ORL,D,8,5,436,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.21,10,10,0,1,1,0.0,2017,reg,0,0
6355,Vincent Bezecourt,NYR,M,3,2,190,0,1,3,1,0,0/0,0,0,0.0,0.0,1,0,1,0.47,3,0,0,0,0,33.33,2017,reg,0,0
6356,Drew Conner,CHI,M,21,8,882,0,1,3,1,0,0/0,0,0,0.0,0.0,0,1,0,0.1,11,5,1,0,0,33.33,2017,reg,0,0
6357,Richie Laryea,TOR,M,12,1,250,0,1,3,2,0,0/0,0,0,0.0,0.0,0,1,0,0.36,9,18,0,2,0,66.67,2017,reg,0,0
6358,Samuel Piette,MTL,M,11,11,960,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.09,14,12,0,3,0,0.0,2017,reg,0,0
6359,Daniel Lovitz,NSH,D,25,19,1750,0,1,4,1,0,0/0,0,0,0.0,0.0,0,1,0,0.05,26,10,2,4,1,25.0,2017,reg,0,0
6360,Jared Watts,COL,D-M,20,18,1490,0,1,4,1,0,0/0,0,0,0.0,0.0,1,1,0,0.06,21,12,0,4,2,25.0,2017,reg,0,0
6361,Keegan Rosenberry,COL,D,14,11,1051,0,1,4,2,0,0/0,0,0,0.0,0.0,0,1,0,0.09,13,6,0,2,0,50.0,2017,reg,0,0
6362,Nouhou Tolo,SEA,D,19,10,1052,0,1,5,0,0,0/0,0,0,0.0,0.0,0,1,0,0.09,15,13,1,1,1,0.0,2017,reg,0,0
6363,Marcel de Jong,VAN,D-M,13,9,779,0,1,5,2,0,0/0,0,0,0.0,0.0,1,1,0,0.12,11,10,0,1,0,40.0,2017,reg,0,0
6364,DaMarcus Beasley,HOU,D,24,22,1985,0,1,6,3,0,0/0,0,0,0.0,0.0,0,1,0,0.05,13,35,0,0,0,50.0,2017,reg,0,0
6365,Mohammed Abu,DC,M,20,14,1280,0,1,6,1,0,0/0,0,0,0.0,0.0,0,1,0,0.07,24,14,0,3,0,16.67,2017,reg,0,0
6366,Russell Canouse,DC,M,10,10,868,0,1,6,1,0,0/0,0,0,0.0,0.0,0,0,1,0.1,18,12,0,3,0,16.67,2017,reg,0,0
6367,Fidel Escobar,NYR,D,6,5,482,0,1,7,1,0,0/0,0,0,0.0,0.0,0,0,1,0.19,5,4,0,2,0,14.29,2017,reg,0,0
6368,Sam Cronin,COL,M,21,21,1813,0,1,7,1,0,0/0,0,0,0.0,0.0,0,1,0,0.05,21,16,0,5,0,14.29,2017,reg,0,0
6369,David Horst,RSL,D,12,8,880,0,1,7,2,0,0/0,0,0,0.0,0.0,0,0,1,0.1,10,5,0,4,0,28.57,2017,reg,0,0
6370,Dillon Powers,COL,M,21,15,1309,0,1,8,2,0,0/0,0,0,0.0,0.0,1,1,0,0.07,21,29,0,3,0,25.0,2017,reg,0,0
6371,Alex Crognale,CLB,D,17,12,1069,0,1,8,2,0,0/0,0,0,0.0,0.0,1,1,0,0.08,10,9,0,1,0,25.0,2017,reg,0,0
6372,Marcelo Sarvas,DC,M,25,19,1841,0,1,9,3,0,0/1,0,0,0.0,0.0,0,1,0,0.05,38,47,1,8,0,33.33,2017,reg,0,1
6373,Cordell Cato,SJ,F,15,13,1138,0,1,11,1,0,0/0,0,0,0.0,0.0,0,1,0,0.08,6,14,1,0,0,9.09,2017,reg,0,0
6374,Damien Perrinelle,NYR,D,25,22,1972,0,1,11,1,0,0/0,0,0,0.0,0.0,1,1,0,0.05,34,16,1,4,0,9.09,2017,reg,0,0
6375,Jackson Yueill,SJ,M,13,10,967,0,1,11,3,0,0/0,0,0,0.0,0.0,0,0,1,0.09,6,7,0,2,0,27.27,2017,reg,0,0
6376,Bismark Adjei-Boateng,COL,M,18,10,806,0,1,12,3,0,0/0,0,0,0.0,0.0,0,1,0,0.11,16,12,0,3,0,25.0,2017,reg,0,0
6377,Víctor Bernárdez,SJ,D,25,25,2228,0,1,13,1,0,0/0,0,0,0.0,0.0,0,1,0,0.04,28,8,0,2,2,7.69,2017,reg,0,0
6378,Fredrik Gulbrandsen,NYR,F,12,4,362,0,1,13,4,0,0/0,0,0,0.0,0.0,0,1,0,0.25,10,10,2,2,0,30.77,2017,reg,0,0
6379,Soony Saad,KC ,F,12,6,453,0,1,14,4,0,0/0,0,0,0.0,0.0,0,1,0,0.2,7,8,0,0,0,28.57,2017,reg,0,0
6380,Laurent Ciman,TOR,D,30,30,2700,0,1,15,2,0,0/0,0,0,0.0,0.0,0,0,1,0.03,35,14,2,6,0,13.33,2017,reg,0,0
6381,Alphonso Davies,VAN,M,26,9,1053,0,1,15,2,0,0/0,0,0,0.0,0.0,0,1,0,0.09,15,18,3,1,0,13.33,2017,reg,0,0
6382,Harrison Afful,CLB,D,24,21,1777,0,1,16,2,0,0/0,0,0,0.0,0.0,0,0,1,0.05,11,21,6,3,1,12.5,2017,reg,0,0
6383,Adam Najem,PHI,M,5,1,153,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,0.0,2017,reg,0,0
6384,David Arshakyan,CHI,F,7,0,27,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0.0,2017,reg,0,0
6385,Ismaila Jome,MIN,M-F,12,7,674,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,4,0,3,0,0.0,2017,reg,0,0
6386,Nick DePuy,LA,D,5,1,128,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,1,0,0,0.0,2017,reg,0,0
6387,Alhaji Kamara,DC,F,1,0,14,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2017,reg,0,0
6388,Oyvind Alseth,TOR,D,4,4,269,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,1,0,0.0,2017,reg,0,0
6389,Mikey Ambrose,MIA,D,7,2,260,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,2,1,0,0.0,2017,reg,0,0
6390,Jonathan Campbell,CHI,D,24,8,1009,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,6,0,2,0,0.0,2017,reg,0,0
6391,James Musa,MIN,D-M,1,1,90,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,1,0,100.0,2017,reg,0,0
6392,Joe Holland,HOU,M,5,0,22,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2017,reg,0,0
6393,Christian Dean,CHI,D,6,5,459,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,1,0,0.0,2017,reg,0,0
6394,Carlos Cermeno,DAL,M,8,3,315,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,6,0,2,0,0.0,2017,reg,0,0
6395,Justin Bilyeu,NYR,D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2017,reg,0,0
6396,Coy Craft,DAL,F-M,1,0,11,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,2017,reg,0,0
6397,Rob Vincent,DC,M-F,2,0,66,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,2,0,0.0,2017,reg,0,0
6398,Rafael Ramos,ORL,D,2,1,55,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,1,0.0,2017,reg,0,0
6399,Joseph Greenspan,MIN,D,4,3,235,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,0,1,1,0.0,2017,reg,0,0
6400,Cameron Porter,KC ,F,1,0,21,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2017,reg,0,0
6401,Tony Alfaro,SEA,D,15,8,817,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,2,0,4,0,0.0,2017,reg,0,0
6402,Hadji Barry,ORL,F,3,0,11,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2017,reg,0,0
6403,Shamit Shome,MTL,M,1,0,8,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2017,reg,0,0
6404,Paxton Pomykal,DAL,M,2,2,140,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2017,reg,0,0
6405,Bruno Miranda,DC,F,5,0,53,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2017,reg,0,0
6406,Dilly Duka,CLB,M,3,2,151,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,0.0,2017,reg,0,0
6407,Michael Boxall,MIN,D,12,12,1080,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,6,0,2,0,0.0,2017,reg,0,0
6408,Kevin Ellis,KC ,D,5,5,450,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,1,0,0.0,2017,reg,0,0
6409,Michael Parkhurst,ATL,D,33,33,2906,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,8,0,4,0,0.0,2017,reg,0,0
6410,Francois Affolter,SJ,D,6,6,509,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,0,1,0,0.0,2017,reg,0,0
6411,Vadim Demidov,MIN,D,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2017,reg,0,0
6412,John Goossens,CHI,M,1,1,89,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,0.0,2017,reg,0,0
6413,Jalil Anibaba,NSH,D,8,4,462,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,50.0,2017,reg,0,0
6414,Pele van Anholt,LA ,D,5,5,357,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,50.0,2017,reg,0,0
6415,Sebastian Lletget,LA,M,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,0.0,2017,reg,0,0
6416,Aaron Guillen,DAL,D,6,4,374,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,2,0,0.0,2017,reg,0,0
6417,Jaime Villarreal,LA ,D,7,4,374,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,1,1,0,50.0,2017,reg,0,0
6418,Tommy Redding,ORL,D,18,14,1406,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,3,0,4,0,50.0,2017,reg,0,0
6419,Nathan Smith,LA ,D,12,9,907,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,22,11,0,5,1,0.0,2017,reg,0,0
6420,Jose Escalante,HOU,M,3,0,24,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,2017,reg,0,0
6421,Igor Juliao,KC ,D,1,1,45,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,1,0,50.0,2017,reg,0,0
6422,Mikey Lopez,NYC,M,12,5,609,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,4,0,2,0,0.0,2017,reg,0,0
6423,Mike da Fonte,COL,D,17,14,1223,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,30,14,0,5,0,0.0,2017,reg,0,0
6424,Leonardo Pereira,ORL,D,10,9,805,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,6,0,4,0,0.0,2017,reg,0,0
6425,Eric Miller,NSH,D,30,30,2616,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,16,2,5,0,0.0,2017,reg,0,0
6426,Wandrille Lefevre,MTL,D,3,1,103,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,50.0,2017,reg,0,0
6427,Deian Boldor,MTL,D,5,5,412,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,1,1,0,1,33.33,2017,reg,0,0
6428,Justin Schmidt,RSL,D,9,7,676,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,33.33,2017,reg,0,0
6429,Henry Wingo,SEA,M,11,0,132,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,0.0,2017,reg,0,0
6430,Seyi Adekoya,SEA,F,2,1,77,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,1,0,33.33,2017,reg,0,0
6431,Cristian Martinez,CLB,M,8,1,237,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,9,1,2,0,0.0,2017,reg,0,0
6432,Mike Grella,NYR,M,8,3,362,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,33.33,2017,reg,0,0
6433,Baggio Husidic,LA ,M,10,5,445,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,6,0,0,0,0.0,2017,reg,0,0
6434,Andres Imperiale,SJ,D,13,12,1111,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,25,11,0,7,0,33.33,2017,reg,0,0
6435,Chad Barrett,RSL,F,3,0,65,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,33.33,2017,reg,0,0
6436,Jermaine Taylor,MIN,D,14,6,671,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,4,0,1,0,25.0,2017,reg,0,0
6437,Bobby Burling,COL,D,12,8,760,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,4,0,3,0,0.0,2017,reg,0,0
6438,Rasmus Schuller,MIN,M,7,4,324,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,0,1,0,0.0,2017,reg,0,0
6439,Julian Buescher,DC,M,7,2,180,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,5,0,0,0,25.0,2017,reg,0,0
6440,Victor Cabrera,HOU,D,20,18,1496,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,24,6,0,6,1,0.0,2017,reg,0,0
6441,Derrick Jones,NSH,M,12,8,702,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,13,0,1,1,20.0,2017,reg,0,0
6442,Ricardo Velazco,RSL,F,9,1,254,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,14,0,2,0,20.0,2017,reg,0,0
6443,Jalen Robinson,DC,D,7,6,543,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,0,0,0.0,2017,reg,0,0
6444,Aly Ghazal,VAN,M,7,7,630,0,0,5,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,9,0,0,0,0.0,2017,reg,0,0
6445,Calum Mallace,MTL,M,7,4,298,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,20.0,2017,reg,0,0
6446,Russell Teibert,VAN,M,12,8,731,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,4,0,1,0,20.0,2017,reg,0,0
6447,Je-Vaughn Watson,NE,D,18,8,766,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,5,0,5,1,40.0,2017,reg,0,0
6448,Marcelo Silva,RSL,D,9,9,650,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,1,0,0,1,20.0,2017,reg,0,0
6449,Aurelien Collin,PHI,D,9,7,545,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,6,0,2,0,20.0,2017,reg,0,0
6450,Álvaro Fernández,SEA,M,10,5,492,0,0,5,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,8,2,1,0,80.0,2017,reg,0,0
6451,Chris Schuler,RSL,D,12,12,1069,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,10,0,4,0,16.67,2017,reg,0,0
6452,Fatai Alashe,CIN,M,17,13,1201,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,18,12,1,6,0,50.0,2017,reg,0,0
6453,Femi Hollinger-Janzen,NE,F,13,1,148,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,4,0,0,33.33,2017,reg,0,0
6454,Jose Aja,MIN,D,15,15,1275,0,0,6,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,20,9,2,5,1,0.0,2017,reg,0,0
6455,Oniel Fisher,DC,D,9,7,543,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,10,0,1,0,16.67,2017,reg,0,0
6456,Victor Arboleda,POR,F-M,5,0,55,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,1,0,1,16.67,2017,reg,0,0
6457,Josh Smith,NE,D,6,6,539,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,3,0,0,0,16.67,2017,reg,0,0
6458,Daniel Johnson,CHI,M,8,0,125,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,5,0,0,0,50.0,2017,reg,0,0
6459,Shaun Francis,MTL,D,14,12,1067,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,4,2,1,0,42.86,2017,reg,0,0
6460,Andres Romero,MTL,M,9,4,432,0,0,7,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,5,1,1,0,28.57,2017,reg,0,0
6461,Claude Dielna,NE,D,11,11,945,0,0,8,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,5,1,4,0,25.0,2017,reg,0,0
6462,Quincy Amarikwa,SJ,F,9,1,150,0,0,8,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,3,0,0,62.5,2017,reg,0,0
6463,Nicolai Naess,CLB,D,18,17,1476,0,0,8,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,6,0,1,0,12.5,2017,reg,0,0
6464,Nick Hagglund,CIN,D,15,13,1124,0,0,9,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,7,0,2,0,11.11,2017,reg,0,0
6465,Jack McInerney,LA ,F,8,3,260,0,0,9,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,4,1,1,0,44.44,2017,reg,0,0
6466,Larrys Mabiala,POR,D,13,13,1160,0,0,9,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,5,0,0,1,0.0,2017,reg,0,0
6467,Hassoun Camara,MTL,D,18,16,1350,0,0,10,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,10,2,4,1,40.0,2017,reg,0,0
6468,Simon Dawkins,SJ,M,14,7,637,0,0,10,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,7,0,0,0,10.0,2017,reg,0,0
6469,Aaron Kovar,SEA,M,7,1,199,0,0,10,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,3,0,0,0,10.0,2017,reg,0,0
6470,Taylor Kemp,DC,D,22,22,1980,0,0,11,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,17,0,2,0,18.18,2017,reg,0,0
6471,Justen Glad,RSL,D,18,18,1620,0,0,11,5,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,8,0,2,0,45.45,2017,reg,0,0
6472,Bradley Diallo,LA ,D,18,15,1380,0,0,11,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,39,6,1,7,1,27.27,2017,reg,0,0
6473,Bashkim Kadrii,MIN,M-F,11,5,422,0,0,12,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,25.0,2017,reg,0,0
6474,Gershon Koffie,NE,M,23,21,1920,0,0,16,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,39,47,0,3,0,12.5,2017,reg,0,0
6475,Ryan Hollingshead,DAL,M,18,9,820,0,0,16,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,5,2,0,0,18.75,2017,reg,0,0
6476,Luis Gil,COL,M,21,9,853,0,0,17,10,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,7,0,1,0,58.82,2017,reg,0,0
6477,Nick DeLeon,TOR,M,19,18,1594,0,0,18,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,15,1,3,0,22.22,2017,reg,0,0
